sweep,downstream,selection_metric,selection_epoch,selected_final_downstream,oracle,first_epoch_in_band
simclr-tau,linear_probe,rankme,0,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,1,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,2,0.7826000452041626,0.8435999751091003,
simclr-tau,linear_probe,rankme,3,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,4,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,6,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,7,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,8,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,9,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,10,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,11,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,12,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,13,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,14,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,15,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,19,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,20,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,21,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,22,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,25,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,26,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,27,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,28,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,29,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,30,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,33,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,35,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,36,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,39,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,40,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,41,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,42,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,43,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,44,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,45,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,46,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,47,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,49,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,51,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,54,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,56,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,57,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,60,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,61,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,62,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,68,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,69,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,71,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,73,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,74,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,76,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,78,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,79,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,82,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,83,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,84,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,85,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,87,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,88,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,89,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,90,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,91,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,92,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,95,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,97,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,99,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,101,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,103,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,104,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,107,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,108,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,110,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,111,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,112,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,113,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,114,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,115,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,116,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,117,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,118,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,120,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,121,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,122,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,124,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,125,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,126,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,127,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,128,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,130,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,131,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,133,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,135,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,136,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,137,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,138,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,139,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,140,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,143,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,145,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,147,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,148,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,149,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,150,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,151,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,154,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,156,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,159,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,160,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,161,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,162,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,164,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,165,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,167,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,172,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,173,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,175,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,176,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,177,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,178,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,179,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,182,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,183,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,184,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,187,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,189,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,190,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,191,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,192,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,193,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,195,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,197,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,198,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,199,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,201,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,202,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,203,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,204,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,205,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,206,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,208,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,209,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,210,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,211,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,212,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,215,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,217,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,218,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,219,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,221,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,223,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,224,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,226,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,228,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,229,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,230,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,231,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,233,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,234,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,235,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,236,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,239,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,240,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,241,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,242,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,244,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,245,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,246,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,247,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,249,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,250,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,251,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,252,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,253,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,255,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,260,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,261,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,263,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,264,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,265,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,267,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,268,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,269,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,270,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,271,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,274,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,275,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,277,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,278,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,280,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,282,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,283,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,284,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,286,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,287,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,289,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,290,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,291,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,292,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,293,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,294,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,296,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,298,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rankme,299,0.7527999877929688,0.8435999751091003,
simclr-tau,linear_probe,rerankme,0,0.8435999751091003,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,1,0.8389999866485596,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,2,0.8389999866485596,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,3,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,4,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,6,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,7,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,8,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,9,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,10,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,11,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,12,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,13,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,14,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,15,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,19,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,20,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,21,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,22,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,25,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,26,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,27,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,28,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,29,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,30,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,33,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,35,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,36,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,39,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,40,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,41,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,42,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,43,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,44,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,45,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,46,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,47,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,49,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,51,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,54,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,56,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,57,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,60,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,61,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,62,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,68,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,69,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,71,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,73,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,74,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,76,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,78,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,79,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,82,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,83,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,84,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,85,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,87,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,88,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,89,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,90,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,91,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,92,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,95,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,97,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,99,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,101,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,103,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,104,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,107,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,108,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,110,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,111,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,112,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,113,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,114,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,115,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,116,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,117,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,118,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,120,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,121,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,122,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,124,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,125,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,126,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,127,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,128,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,130,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,131,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,133,0.8312000036239624,0.8435999751091003,0
simclr-tau,linear_probe,rerankme,135,0.8312000036239624,0.8435999751091003,0
